mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_max_iter,param_solver,params,split0_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted
5927.486000776291,0.0,1.5423049926757812,0.0,relu,0.0001,200,"(256, 128, 64)",adaptive,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 200, 'hidden_layer_sizes': (256, 128, 64), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7626895765757868,0.7626895765757868,0.0,37,0.724063028337064,0.724063028337064,0.0,17,0.7169629797792063,0.7169629797792063,0.0,31,0.7626895765757868,0.7626895765757868,0.0,37
7401.604202985764,0.0,1.6368582248687744,0.0,relu,0.0001,200,"(256, 128, 64)",adaptive,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 200, 'hidden_layer_sizes': (256, 128, 64), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7503550451477163,0.7503550451477163,0.0,70,0.7065280730738895,0.7065280730738895,0.0,63,0.7009277530350211,0.7009277530350211,0.0,72,0.7503550451477163,0.7503550451477163,0.0,70
717.7606229782104,0.0,0.2987351417541504,0.0,relu,0.001,128,"(64, 32)",constant,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.758928727974051,0.758928727974051,0.0,46,0.7170714804902905,0.7170714804902905,0.0,40,0.7127598704834177,0.7127598704834177,0.0,44,0.758928727974051,0.758928727974051,0.0,46
919.5655488967896,0.0,0.3664438724517822,0.0,relu,0.001,128,"(64, 32)",constant,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7386254054527921,0.7386254054527921,0.0,87,0.6891855786713893,0.6891855786713893,0.0,91,0.6915298815634574,0.6915298815634574,0.0,90,0.7386254054527921,0.7386254054527921,0.0,87
738.3232228755951,0.0,0.3362860679626465,0.0,relu,0.001,128,"(64, 32)",adaptive,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.758928727974051,0.758928727974051,0.0,46,0.7170714804902905,0.7170714804902905,0.0,40,0.7127598704834177,0.7127598704834177,0.0,44,0.758928727974051,0.758928727974051,0.0,46
3543.838803052902,0.0,0.24544095993041992,0.0,relu,0.001,128,"(64, 32)",adaptive,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7386254054527921,0.7386254054527921,0.0,87,0.6891855786713893,0.6891855786713893,0.0,91,0.6915298815634574,0.6915298815634574,0.0,90,0.7386254054527921,0.7386254054527921,0.0,87
3931.4692652225494,0.0,0.6186728477478027,0.0,relu,0.001,128,"(128, 64, 32)",constant,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (128, 64, 32), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7670640834575261,0.7670640834575261,0.0,17,0.725330996909597,0.725330996909597,0.0,15,0.7219316043927453,0.7219316043927453,0.0,19,0.7670640834575261,0.7670640834575261,0.0,17
3342.270341873169,0.0,0.4882850646972656,0.0,relu,0.001,128,"(128, 64, 32)",constant,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (128, 64, 32), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7113789778206364,0.7113789778206364,0.0,117,0.6623572889574748,0.6623572889574748,0.0,115,0.6718654447226486,0.6718654447226486,0.0,110,0.7113789778206364,0.7113789778206364,0.0,117
3927.3822798728943,0.0,0.7378549575805664,0.0,relu,0.001,128,"(128, 64, 32)",adaptive,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (128, 64, 32), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7670640834575261,0.7670640834575261,0.0,17,0.725330996909597,0.725330996909597,0.0,15,0.7219316043927453,0.7219316043927453,0.0,19,0.7670640834575261,0.7670640834575261,0.0,17
2022.039734840393,0.0,0.4915931224822998,0.0,relu,0.001,128,"(128, 64, 32)",adaptive,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (128, 64, 32), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7539405628123083,0.7539405628123083,0.0,65,0.7086898279350132,0.7086898279350132,0.0,61,0.708832461355775,0.708832461355775,0.0,57,0.7539405628123083,0.7539405628123083,0.0,65
1094.6015617847443,0.0,0.39640092849731445,0.0,relu,0.001,128,"(32, 16, 16, 8, 8, 4)",constant,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (32, 16, 16, 8, 8, 4), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7657841676163759,0.7657841676163759,0.0,29,0.7170990049879776,0.7170990049879776,0.0,38,0.7134392189823621,0.7134392189823621,0.0,39,0.7657841676163759,0.7657841676163759,0.0,29
474.4030930995941,0.0,0.24458909034729004,0.0,relu,0.001,128,"(32, 16, 16, 8, 8, 4)",constant,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (32, 16, 16, 8, 8, 4), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7277198211624442,0.7277198211624442,0.0,108,0.6731246769383111,0.6731246769383111,0.0,109,0.6602098387944737,0.6602098387944737,0.0,114,0.7277198211624442,0.7277198211624442,0.0,108
1106.1430988311768,0.0,0.19998407363891602,0.0,relu,0.001,128,"(32, 16, 16, 8, 8, 4)",adaptive,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (32, 16, 16, 8, 8, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7657841676163759,0.7657841676163759,0.0,29,0.7170990049879776,0.7170990049879776,0.0,38,0.7134392189823621,0.7134392189823621,0.0,39,0.7657841676163759,0.7657841676163759,0.0,29
1217.1065621376038,0.0,0.2687199115753174,0.0,relu,0.001,128,"(32, 16, 16, 8, 8, 4)",adaptive,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (32, 16, 16, 8, 8, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7551766459191724,0.7551766459191724,0.0,61,0.701471234872951,0.701471234872951,0.0,71,0.6954589646131933,0.6954589646131933,0.0,85,0.7551766459191724,0.7551766459191724,0.0,61
932.6378848552704,0.0,0.39056992530822754,0.0,relu,0.001,128,"(64, 32, 16, 8)",constant,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (64, 32, 16, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.771920750416411,0.771920750416411,0.0,3,0.72608891637201,0.72608891637201,0.0,9,0.7260115044463608,0.7260115044463608,0.0,5,0.771920750416411,0.771920750416411,0.0,3
422.6352279186249,0.0,0.31670498847961426,0.0,relu,0.001,128,"(64, 32, 16, 8)",constant,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (64, 32, 16, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7330148154641887,0.7330148154641887,0.0,98,0.689231985226236,0.689231985226236,0.0,90,0.6811305604773126,0.6811305604773126,0.0,103,0.7330148154641887,0.7330148154641887,0.0,98
938.7075369358063,0.0,0.2925701141357422,0.0,relu,0.001,128,"(64, 32, 16, 8)",adaptive,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (64, 32, 16, 8), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.771920750416411,0.771920750416411,0.0,3,0.72608891637201,0.72608891637201,0.0,9,0.7260115044463608,0.7260115044463608,0.0,5,0.771920750416411,0.771920750416411,0.0,3
1208.5496320724487,0.0,0.49037885665893555,0.0,relu,0.001,128,"(64, 32, 16, 8)",adaptive,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (64, 32, 16, 8), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7489611641974226,0.7489611641974226,0.0,73,0.7004044773735657,0.7004044773735657,0.0,72,0.7018608809221845,0.7018608809221845,0.0,69,0.7489611641974226,0.7489611641974226,0.0,73
5547.23766708374,0.0,1.4740509986877441,0.0,relu,0.001,128,"(256, 128, 64)",constant,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (256, 128, 64), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.771333391776979,0.771333391776979,0.0,5,0.7280645835503866,0.7280645835503866,0.0,5,0.7286046937513849,0.7286046937513849,0.0,3,0.771333391776979,0.771333391776979,0.0,5
5005.376936912537,0.0,1.6431832313537598,0.0,relu,0.001,128,"(256, 128, 64)",constant,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (256, 128, 64), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7476900149031297,0.7476900149031297,0.0,76,0.7050037132727408,0.7050037132727408,0.0,65,0.7020217657228232,0.7020217657228232,0.0,68,0.7476900149031297,0.7476900149031297,0.0,76
5535.854896783829,0.0,1.3109068870544434,0.0,relu,0.001,128,"(256, 128, 64)",adaptive,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (256, 128, 64), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.771333391776979,0.771333391776979,0.0,5,0.7280645835503866,0.7280645835503866,0.0,5,0.7286046937513849,0.7286046937513849,0.0,3,0.771333391776979,0.771333391776979,0.0,5
7446.072371006012,0.0,1.324110984802246,0.0,relu,0.001,128,"(256, 128, 64)",adaptive,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (256, 128, 64), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7585605330060489,0.7585605330060489,0.0,50,0.7163896170162831,0.7163896170162831,0.0,44,0.713913269802483,0.713913269802483,0.0,38,0.7585605330060489,0.7585605330060489,0.0,50
422.7622480392456,0.0,0.2291569709777832,0.0,relu,0.001,200,"(64, 32)",constant,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7579205750854738,0.7579205750854738,0.0,51,0.7129024987518262,0.7129024987518262,0.0,48,0.711061778233191,0.711061778233191,0.0,48,0.7579205750854738,0.7579205750854738,0.0,51
723.5003881454468,0.0,0.27895593643188477,0.0,relu,0.001,200,"(64, 32)",constant,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7272201279915841,0.7272201279915841,0.0,109,0.6794093371604465,0.6794093371604465,0.0,104,0.6809738671954761,0.6809738671954761,0.0,104,0.7272201279915841,0.7272201279915841,0.0,109
415.38104486465454,0.0,0.26052212715148926,0.0,relu,0.001,200,"(64, 32)",adaptive,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7579205750854738,0.7579205750854738,0.0,51,0.7129024987518262,0.7129024987518262,0.0,48,0.711061778233191,0.711061778233191,0.0,48,0.7579205750854738,0.7579205750854738,0.0,51
703.1601300239563,0.0,0.22602176666259766,0.0,relu,0.001,200,"(64, 32)",adaptive,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7272201279915841,0.7272201279915841,0.0,109,0.6794093371604465,0.6794093371604465,0.0,104,0.6809738671954761,0.6809738671954761,0.0,104,0.7272201279915841,0.7272201279915841,0.0,109
840.0739350318909,0.0,0.5463528633117676,0.0,relu,0.001,200,"(128, 64, 32)",constant,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (128, 64, 32), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7664767248180941,0.7664767248180941,0.0,23,0.7192255653774849,0.7192255653774849,0.0,29,0.7215876229204528,0.7215876229204528,0.0,21,0.7664767248180941,0.7664767248180941,0.0,23
774.8217439651489,0.0,0.5053129196166992,0.0,relu,0.001,200,"(128, 64, 32)",constant,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (128, 64, 32), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7365126676602086,0.7365126676602086,0.0,91,0.6894948978755603,0.6894948978755603,0.0,89,0.6937824364354913,0.6937824364354913,0.0,88,0.7365126676602086,0.7365126676602086,0.0,91
814.9263710975647,0.0,0.4520907402038574,0.0,relu,0.001,200,"(128, 64, 32)",adaptive,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (128, 64, 32), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7664767248180941,0.7664767248180941,0.0,23,0.7192255653774849,0.7192255653774849,0.0,29,0.7215876229204528,0.7215876229204528,0.0,21,0.7664767248180941,0.7664767248180941,0.0,23
4282.339239835739,0.0,0.637718915939331,0.0,relu,0.001,200,"(128, 64, 32)",adaptive,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (128, 64, 32), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7516437275357237,0.7516437275357237,0.0,69,0.7048033992004508,0.7048033992004508,0.0,66,0.7046891875667978,0.7046891875667978,0.0,62,0.7516437275357237,0.7516437275357237,0.0,69
640.6563181877136,0.0,0.19929099082946777,0.0,relu,0.001,200,"(32, 16, 16, 8, 8, 4)",constant,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (32, 16, 16, 8, 8, 4), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7575962128517577,0.7575962128517577,0.0,55,0.7021886414912787,0.7021886414912787,0.0,69,0.6955337452428405,0.6955337452428405,0.0,83,0.7575962128517577,0.7575962128517577,0.0,55
225.36367511749268,0.0,0.20322680473327637,0.0,relu,0.001,200,"(32, 16, 16, 8, 8, 4)",constant,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (32, 16, 16, 8, 8, 4), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7184974138686772,0.7184974138686772,0.0,113,0.6645827854354934,0.6645827854354934,0.0,113,0.6647320128541043,0.6647320128541043,0.0,112,0.7184974138686772,0.7184974138686772,0.0,113
942.8196699619293,0.0,0.2908658981323242,0.0,relu,0.001,200,"(32, 16, 16, 8, 8, 4)",adaptive,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (32, 16, 16, 8, 8, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7575962128517577,0.7575962128517577,0.0,55,0.7021886414912787,0.7021886414912787,0.0,69,0.6955337452428405,0.6955337452428405,0.0,83,0.7575962128517577,0.7575962128517577,0.0,55
3446.225457906723,0.0,0.23757219314575195,0.0,relu,0.001,200,"(32, 16, 16, 8, 8, 4)",adaptive,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (32, 16, 16, 8, 8, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7308231787498904,0.7308231787498904,0.0,100,0.6758768299277209,0.6758768299277209,0.0,108,0.670140987141556,0.670140987141556,0.0,111,0.7308231787498904,0.7308231787498904,0.0,100
3300.68003988266,0.0,0.30611419677734375,0.0,relu,0.001,200,"(64, 32, 16, 8)",constant,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (64, 32, 16, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7673884456912422,0.7673884456912422,0.0,15,0.7178071238569231,0.7178071238569231,0.0,35,0.7256194396675866,0.7256194396675866,0.0,7,0.7673884456912422,0.7673884456912422,0.0,15
3145.6165108680725,0.0,0.26749420166015625,0.0,relu,0.001,200,"(64, 32, 16, 8)",constant,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (64, 32, 16, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7304988165161743,0.7304988165161743,0.0,101,0.6780779243816766,0.6780779243816766,0.0,107,0.6773147168741106,0.6773147168741106,0.0,107,0.7304988165161743,0.7304988165161743,0.0,101
3301.3397088050842,0.0,0.2749953269958496,0.0,relu,0.001,200,"(64, 32, 16, 8)",adaptive,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (64, 32, 16, 8), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7673884456912422,0.7673884456912422,0.0,15,0.7178071238569231,0.7178071238569231,0.0,35,0.7256194396675866,0.7256194396675866,0.0,7,0.7673884456912422,0.7673884456912422,0.0,15
3239.6454689502716,0.0,0.4647819995880127,0.0,relu,0.001,200,"(64, 32, 16, 8)",adaptive,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (64, 32, 16, 8), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7446217235031122,0.7446217235031122,0.0,79,0.6961128771222754,0.6961128771222754,0.0,77,0.696534855345789,0.696534855345789,0.0,79,0.7446217235031122,0.7446217235031122,0.0,79
2785.2409930229187,0.0,1.2003252506256104,0.0,relu,0.001,200,"(256, 128, 64)",constant,0.001,400,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (256, 128, 64), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'adam'}",0.7689751906723942,0.7689751906723942,0.0,11,0.7326905758707061,0.7326905758707061,0.0,1,0.725467374197957,0.725467374197957,0.0,9,0.7689751906723942,0.7689751906723942,0.0,11
1959.5398099422455,0.0,1.2564477920532227,0.0,relu,0.001,200,"(256, 128, 64)",constant,0.001,400,sgd,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 200, 'hidden_layer_sizes': (256, 128, 64), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 400, 'solver': 'sgd'}",0.7418514946962391,0.7418514946962391,0.0,81,0.6954855964914919,0.6954855964914919,0.0,80,0.7020634840338291,0.7020634840338291,0.0,67,0.7418514946962391,0.7418514946962391,0.0,81
